"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.264214037029416,-0.325650699797234,0.469323281677572,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,0.113960357987307,-0.455750684220479,-0.614894509859056,-0.573833012468054
"2",-1.16437890675246,-0.980624851645056,-2.12993091808952,-0.641448069582372,5.29769678474335,-1.32849941284897,-1.28629344129864,-1.04012427538781,-1.02214390138686,-0.614894509859056,-0.573833012468054
"3",-0.402462670068794,0.0018363761266763,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.497639295179845,-0.130074584349809,-0.614894509859056,-0.573833012468054
"4",-0.68818125882517,-0.325650699797234,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.720631919255715,-0.455750684220479,-0.614894509859056,-0.573833012468054
"5",-0.116744081312418,-1.30811192756897,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.251173763306515,-1.26286101868258,-0.614894509859056,-0.573833012468054
"6",-1.16437890675246,-0.980624851645056,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.04012427538781,-1.02214390138686,-0.614894509859056,-0.573833012468054
"7",-1.069139377167,0.0018363761266763,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.981442005894159,-0.130074584349809,-0.614894509859056,-0.573833012468054
"8",-0.211983610897877,-0.325650699797234,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.335937041464009,-0.455750684220479,-0.614894509859056,-0.573833012468054
"9",-1.16437890675246,1.31178467982232,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.04012427538781,1.45582642371607,-0.614894509859056,-0.573833012468054
"10",-0.116744081312418,0.0018363761266763,0.469323281677572,-0.641448069582372,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.251173763306515,-0.130074584349809,-0.614894509859056,-0.573833012468054
"11",-1.45009749550884,-0.980624851645056,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.20052247867045,-1.02214390138686,-0.614894509859056,-0.573833012468054
"12",-1.25961843633792,0.329323452050587,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.09619844401507,0.223921176379181,-0.614894509859056,-0.573833012468054
"13",-1.5453370250943,-1.30811192756897,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.24877234469856,-1.26286101868258,-0.614894509859056,-0.573833012468054
"14",-0.68818125882517,-0.653137775721145,0.469323281677572,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.720631919255715,-0.753107123232831,-0.614894509859056,-0.573833012468054
"15",-1.64057655467976,-1.63559900349288,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.29441410986029,-1.47525847511997,-0.614894509859056,-0.573833012468054
"16",-1.45009749550884,-0.653137775721145,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.20052247867045,-0.753107123232831,-0.614894509859056,-0.573833012468054
"17",-0.68818125882517,0.329323452050587,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.720631919255715,0.223921176379181,-0.614894509859056,-0.573833012468054
"18",-1.069139377167,-0.653137775721145,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.981442005894159,-0.753107123232831,-0.614894509859056,-0.573833012468054
"19",0.549932625785792,0.0018363761266763,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,0.41519600805471,-0.130074584349809,-0.614894509859056,-0.573833012468054
"20",-0.783420788410628,0.0018363761266763,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.789746592214902,-0.130074584349809,-0.614894509859056,-0.573833012468054
"21",-1.069139377167,-0.325650699797234,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.981442005894159,-0.455750684220479,-0.614894509859056,-0.573833012468054
"22",0.645172155371251,0.656810527974498,-2.12993091808952,-0.641448069582372,-0.188690710103131,-1.32849941284897,-1.28629344129864,0.52082409314328,0.60623659796649,-0.614894509859056,-0.573833012468054
"23",0.359453566614875,-0.980624851645056,-2.12993091808952,-0.641448069582372,-0.188690710103131,-1.32849941284897,-1.28629344129864,0.211764140476723,-1.02214390138686,-0.614894509859056,-0.573833012468054
"24",-0.973899847581545,-0.325650699797234,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.920151635534124,-0.455750684220479,-0.614894509859056,-0.573833012468054
"25",-1.5453370250943,-0.653137775721145,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.24877234469856,-0.753107123232831,-0.614894509859056,-0.573833012468054
"26",-0.497702199654252,-0.325650699797234,0.469323281677572,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.574578270738186,-0.455750684220479,-0.614894509859056,-0.573833012468054
"27",-0.878660317996087,-0.325650699797234,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.856253164307706,-0.455750684220479,-0.614894509859056,-0.573833012468054
"28",-0.68818125882517,-0.653137775721145,-2.12993091808952,-0.641448069582372,5.29769678474335,-1.32849941284897,-1.28629344129864,-0.720631919255715,-0.753107123232831,-0.614894509859056,-0.573833012468054
"29",-1.64057655467976,-0.653137775721145,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.29441410986029,-0.753107123232831,-0.614894509859056,-0.573833012468054
"30",-0.973899847581545,-0.325650699797234,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.920151635534124,-0.455750684220479,-0.614894509859056,-0.573833012468054
"31",-1.64057655467976,-0.653137775721145,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.29441410986029,-0.753107123232831,-0.614894509859056,-0.573833012468054
"32",1.31184886246946,-2.61806023126461,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,1.33324751302203,-1.94253287928224,-0.614894509859056,-0.573833012468054
"33",-0.878660317996087,-0.325650699797234,0.469323281677572,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.856253164307706,-0.455750684220479,-0.614894509859056,-0.573833012468054
"34",-1.35485796592338,0.0018363761266763,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.14966451177596,-0.130074584349809,-0.614894509859056,-0.573833012468054
"35",-0.878660317996087,0.0018363761266763,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.856253164307706,-0.130074584349809,-0.614894509859056,-0.573833012468054
"36",0.74041168495671,0.656810527974498,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,0.629060279098234,0.60623659796649,-0.614894509859056,-0.573833012468054
"37",-0.878660317996087,-2.2905731553407,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.856253164307706,-1.8150944054198,-0.614894509859056,-0.573833012468054
"38",-1.069139377167,0.0018363761266763,0.469323281677572,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.981442005894159,-0.130074584349809,-0.614894509859056,-0.573833012468054
"39",1.12136980329854,-1.30811192756897,0.469323281677572,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,1.0880860315819,-1.26286101868258,-0.614894509859056,-0.573833012468054
"40",-0.973899847581545,-0.653137775721145,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-0.920151635534124,-0.753107123232831,-0.614894509859056,-0.573833012468054
"41",-1.25961843633792,0.0018363761266763,-2.12993091808952,1.55838986135717,-0.188690710103131,-1.32849941284897,-1.28629344129864,-1.09619844401507,-0.130074584349809,-0.614894509859056,-0.573833012468054
